date,campaign_id,campaign_name,adset_name,ad_name,account_name,country,clicks,imps,spend,purchase_total,purchase_total_value,CTR
2025-01-04,120214496709760246,3d47fd62bc4a67f24fa2491d7fafa624e36e934727df0e696e1cb3b9f30e9128,f49d5c7b23e927068dc477e917a96f493f6bd8d5e5e68bd457d14e6845671e63,41c8edac2f37940f5eef4e3da87cfda4a518d69a54b98f701f1b0d8a94a2b82b,4f43c8db6c11029f6272df452d56b4a4e72fdd02a49abd9abad54af2f0fe08d8,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,40,6847,60.43,1,49.5,0.5841974587410544
2025-01-04,120214497556560246,31710c1ccdfeea68eae6b2c9ba31891ce773e01462b772acad65b36ec640b273,6f61048d0477b0b2e0f1f713141400e32656adf8f392dfbb0f6ce6b05022b4d2,516d43670188c42e9884e8f5d7f1aed16449c8c96d8228077ab784d07a01ee0d,4f43c8db6c11029f6272df452d56b4a4e72fdd02a49abd9abad54af2f0fe08d8,6890c837e9a8e887d651f86fac63673ad336a440aa1ea81847dc493ca6894f65,59,6212,71.34,3,489.17,0.9497746297488732
2025-01-04,120214497556560246,31710c1ccdfeea68eae6b2c9ba31891ce773e01462b772acad65b36ec640b273,6f61048d0477b0b2e0f1f713141400e32656adf8f392dfbb0f6ce6b05022b4d2,1ea72c2ef2ff7cbabd8b4f5c268a6c304edd795ea51fdbcca5365c616605c58c,4f43c8db6c11029f6272df452d56b4a4e72fdd02a49abd9abad54af2f0fe08d8,6890c837e9a8e887d651f86fac63673ad336a440aa1ea81847dc493ca6894f65,35,5222,42.17,1,50.71,0.6702412868632708
2023-06-24,23852059773990245,d980e5c7878a518d336fe59f221d0cec5846976dfb361578e526b9d2633c16fe,a0ac820ad72178916da012d24678c2e3d68e135eb5c3cba53e7329fd04735729,1fb6991bebb072337ee173b5dddc238d2e5dff2daef1bfc219044ce6910845d8,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,0,0,0.0,3,336.0,0.0
2023-06-24,23853477230890245,2964ae3c0066bae474c012c523f038feee41eb02b3afe4c0894c34671ed4f802,7ad78f7e5e05fa0cd5f3e462f9d7dac48acb8c1716405be8c0f661e6231120a2,2afaf6cbf724f4bffc6949e80a6d79565add7e8bac24de0646d66b197b1e095c,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,78,11675,82.63,3,327.0,0.6680942184154176
2023-06-24,23853477230890245,2964ae3c0066bae474c012c523f038feee41eb02b3afe4c0894c34671ed4f802,92cdd8a7959c739d42994043a3d2943d15166538855a2cccafad49415d7e931a,2fb0b1f5eb0cfbb02271cf49306b6fceeddbfe61d5d82e7caf5fb87f3bd74b8b,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,93,12669,87.07,2,1292.0,0.7340753019180677
2023-06-24,23853477230890245,2964ae3c0066bae474c012c523f038feee41eb02b3afe4c0894c34671ed4f802,92cdd8a7959c739d42994043a3d2943d15166538855a2cccafad49415d7e931a,4728df041c8faf1bd975a251f5c1f960c2fa9741c5cbf7d89ecb618a985c23e4,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,32,4639,34.05,2,354.0,0.6898038370338435
2023-06-24,23853542091740245,1210c32753a596b879f66072960cf4a10c2308e492ab712afb8639e2d911e2ee,c4b10637f2bfcca94d200f376a9018bc6fbfd9e0b7f399d66a03b4ee4a1bfdcf,6fbb5de5c82ec253cf0b8a76b85d682a498fffbb42f089fc54649bf7931c49a1,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6890c837e9a8e887d651f86fac63673ad336a440aa1ea81847dc493ca6894f65,6,2152,25.57,1,172.88,0.2788104089219331
2023-06-24,23855029991160245,f616486f0018cfb550dd403a2d702fdc092213f318be148b21661087cfe33049,0a324cf86de0b19b7b676120c54084dcd8fcc552d299fced4e35820bb049e53f,90d0f4e61af72f47d74901d6a062e2ed1923a2dd9abb3b844fa6ef5bf94f4555,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6890c837e9a8e887d651f86fac63673ad336a440aa1ea81847dc493ca6894f65,96,14711,129.06,1,415.64,0.652572904629189
2023-06-24,23855031716730245,f8f96e471cec8f75e9faea9edc5fd2016dcb3e1bf0281f988e5caccd13768503,152956735a77181aa853263ad957d6b8a94a5428cd90d2c7e8df249c85fd9fec,943a601a65794b1ca9157d7a0ef425730849ca7f7474885291b916f23547f17f,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,25,3490,40.9,2,118.8,0.7163323782234957
2023-06-24,23855031716730245,f8f96e471cec8f75e9faea9edc5fd2016dcb3e1bf0281f988e5caccd13768503,152956735a77181aa853263ad957d6b8a94a5428cd90d2c7e8df249c85fd9fec,1b27cadd89117e3651eafaf81ad5f7459f9ce691f35aaeace0c0a4962cf089cb,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,205,18831,170.27,4,390.8,1.0886304497902397
2023-06-24,23852059773990245,d980e5c7878a518d336fe59f221d0cec5846976dfb361578e526b9d2633c16fe,a0ac820ad72178916da012d24678c2e3d68e135eb5c3cba53e7329fd04735729,d453ba827781cc29071cd28daa2ed9e079f087b627c80cf09a339797dccd954f,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,27,7028,67.49,1,292.0,0.3841775754126351
2023-06-24,23852059773990245,d980e5c7878a518d336fe59f221d0cec5846976dfb361578e526b9d2633c16fe,a0ac820ad72178916da012d24678c2e3d68e135eb5c3cba53e7329fd04735729,f2c8f83e3769a3a6dccc09ff8864f3b7c05808ea9fc2eb568e8e3256ca7defbe,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,274,24400,239.0,1,44.1,1.1229508196721312
2023-06-24,23852059773990245,d980e5c7878a518d336fe59f221d0cec5846976dfb361578e526b9d2633c16fe,a0ac820ad72178916da012d24678c2e3d68e135eb5c3cba53e7329fd04735729,5de90d4af5e93f22b60ebb44e89a8b35262f059bb488751664aaeb27eab7900b,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,31,7872,59.91,1,45.5,0.3938008130081301
2023-05-18,23852059773990245,d980e5c7878a518d336fe59f221d0cec5846976dfb361578e526b9d2633c16fe,a0ac820ad72178916da012d24678c2e3d68e135eb5c3cba53e7329fd04735729,f2c8f83e3769a3a6dccc09ff8864f3b7c05808ea9fc2eb568e8e3256ca7defbe,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,172,10279,135.09,4,314.5,1.6733145247592178
2023-05-18,23853477230890245,2964ae3c0066bae474c012c523f038feee41eb02b3afe4c0894c34671ed4f802,7ad78f7e5e05fa0cd5f3e462f9d7dac48acb8c1716405be8c0f661e6231120a2,efa9c90b4c7ae712b20a80f68e177da29374a09584bec28b5a67af736c49708d,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,1,597,7.69,5,1459.65,0.1675041876046901
2023-05-18,23853477225750245,37b6c41797ac658eddf156b7ddc8510ea165753ee56f0d738ee4d7358d9ca01f,6af73f822f89b9c043d6f62c3b3280eb46a61bc36d9eb49368ad62219114dc84,b2446be7d2109833d79ceb90571e9f69a3d59c9fd9d24594c17a39b3b3f6a709,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6890c837e9a8e887d651f86fac63673ad336a440aa1ea81847dc493ca6894f65,15,4342,35.26,4,400.0,0.3454629203132197
2023-05-18,23853477225750245,37b6c41797ac658eddf156b7ddc8510ea165753ee56f0d738ee4d7358d9ca01f,6af73f822f89b9c043d6f62c3b3280eb46a61bc36d9eb49368ad62219114dc84,37481a24850a4577cd1ef8da1d7cfc3cf2f7d47d25671919f8fc8542ed690812,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6890c837e9a8e887d651f86fac63673ad336a440aa1ea81847dc493ca6894f65,15,3233,29.37,1,7.17,0.463965357253325
2023-05-18,23853477225750245,37b6c41797ac658eddf156b7ddc8510ea165753ee56f0d738ee4d7358d9ca01f,6af73f822f89b9c043d6f62c3b3280eb46a61bc36d9eb49368ad62219114dc84,d1c1e777a1627cf237c5f5bbebb2582d6acc75f97f84b1bbbce2ff54764cc638,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,0,0,0.0,1,80.96,0.0
2023-05-18,23853477225750245,37b6c41797ac658eddf156b7ddc8510ea165753ee56f0d738ee4d7358d9ca01f,38a6a8f029fc051a2d5447bd172ae414206efe2386ddca8954281fb0515ac271,69ab09d32dd9a374dcfc38bea68437526eafa922e1f7d9afabe99a248c6675c4,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6890c837e9a8e887d651f86fac63673ad336a440aa1ea81847dc493ca6894f65,20,6682,43.99,1,215.22,0.299311583358276
2023-05-18,23853477230890245,2964ae3c0066bae474c012c523f038feee41eb02b3afe4c0894c34671ed4f802,725726b1cb978297f0dd7e823c23bf8dfd0274eff7f606de5a1793f18ddff27e,8cacb9744a1ae0358f941a819c93b5b406ef350dc730ef345c3588602db9dfbc,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,18,5545,48.55,1,1.0,0.3246167718665464
2023-05-18,23853477230890245,2964ae3c0066bae474c012c523f038feee41eb02b3afe4c0894c34671ed4f802,7ad78f7e5e05fa0cd5f3e462f9d7dac48acb8c1716405be8c0f661e6231120a2,2afaf6cbf724f4bffc6949e80a6d79565add7e8bac24de0646d66b197b1e095c,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,31,3986,33.42,10,1422.9,0.7777220270948318
2023-01-27,23852059773990245,d980e5c7878a518d336fe59f221d0cec5846976dfb361578e526b9d2633c16fe,a0ac820ad72178916da012d24678c2e3d68e135eb5c3cba53e7329fd04735729,f2c8f83e3769a3a6dccc09ff8864f3b7c05808ea9fc2eb568e8e3256ca7defbe,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,16,1032,14.98,1,71.1,1.550387596899225
2023-01-27,23852289888660245,38c5ebb2dd36f5c8a1011194f1364427ef5bee5dda0604d0e53a456f4a8b6340,d1880ad017c18e7ccdaa56ae919b9d3795f348478d1fe1886f1fdc41244a63c9,44d85ffa1ed8e2fd682c6356b17397b412ccf0ec0e23680d7b0d7d0e9405414f,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6890c837e9a8e887d651f86fac63673ad336a440aa1ea81847dc493ca6894f65,9,709,6.46,2,148.84,1.2693935119887163
2023-01-27,23852289888660245,38c5ebb2dd36f5c8a1011194f1364427ef5bee5dda0604d0e53a456f4a8b6340,d1880ad017c18e7ccdaa56ae919b9d3795f348478d1fe1886f1fdc41244a63c9,613f0b0d7bed1cc766eaf8eb47ade489765f208c1d7c2ea7837a080eedee1fd2,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6890c837e9a8e887d651f86fac63673ad336a440aa1ea81847dc493ca6894f65,12,2609,24.26,1,90.21,0.459946339593714
2023-01-27,23852289888620245,9895f238caf8012bddad000696eb2945637f26696b14ff9a80f65f076c8d887f,b6776e3b68269af5c95439173fa146b85aa57e490c95dcbe3726dd3d1b302c93,baec668d5ff4219319da008b629689eb77e28b3787b3c6dfe881b997b4c5109e,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,31,1072,11.59,2,110.6,2.8917910447761197
2023-01-27,23852289888620245,9895f238caf8012bddad000696eb2945637f26696b14ff9a80f65f076c8d887f,b6776e3b68269af5c95439173fa146b85aa57e490c95dcbe3726dd3d1b302c93,1fd6e0fb9209e32f22833b85b89873b1e8995a91cc22d7198a773200993506ed,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,4,236,3.51,1,13.0,1.694915254237288
2024-02-10,23853477230890245,2964ae3c0066bae474c012c523f038feee41eb02b3afe4c0894c34671ed4f802,13d9ba9ec65518adada92b2f33c814ede39efd74f551ba2c40dd72cdb62d66c9,8f1045ead84f1ce8fc342d2d50258a005aad3dbd024a7d93044dba95504ef35f,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,21,6069,33.76,2,172.4,0.3460207612456747
2024-02-10,23852076784030245,8981f6e12a7544c9cc045d49e9b3454ebd3a2daed95b9d5e5abe75a659f784cd,c4b10637f2bfcca94d200f376a9018bc6fbfd9e0b7f399d66a03b4ee4a1bfdcf,8d713347a6453ef176b406c004d4808cd1b2b910f482da7e965c1bbe8cb55e7d,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6890c837e9a8e887d651f86fac63673ad336a440aa1ea81847dc493ca6894f65,114,9311,93.82,1,83.76,1.2243582858983997
2024-02-10,23852059773990245,d980e5c7878a518d336fe59f221d0cec5846976dfb361578e526b9d2633c16fe,a0ac820ad72178916da012d24678c2e3d68e135eb5c3cba53e7329fd04735729,f2c8f83e3769a3a6dccc09ff8864f3b7c05808ea9fc2eb568e8e3256ca7defbe,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,30,4465,37.61,2,393.9,0.6718924972004479
2024-02-10,23853477225750245,37b6c41797ac658eddf156b7ddc8510ea165753ee56f0d738ee4d7358d9ca01f,40b69920e421a5111df75107a39229b2adefa39b4af80c8c5bedbc5a1653cf43,42162fa9d6989bfc32c0c9d29d8159795ddb9ca0782b16149f8f79c9a81c81f4,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6890c837e9a8e887d651f86fac63673ad336a440aa1ea81847dc493ca6894f65,10,1706,15.0,2,188.74,0.5861664712778429
2024-01-05,23853477230890245,2964ae3c0066bae474c012c523f038feee41eb02b3afe4c0894c34671ed4f802,36cff485a03916dc16072e0a750ad62f741043d5fdb1e403b52a24e771e16ee8,da6f73487eee6abef5bdf97aabc822ddb0418d2bd6da9fd7c39f918654ba0c08,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,17,4362,27.21,1,193.0,0.3897294818890417
2024-01-05,23853477230890245,2964ae3c0066bae474c012c523f038feee41eb02b3afe4c0894c34671ed4f802,36cff485a03916dc16072e0a750ad62f741043d5fdb1e403b52a24e771e16ee8,e1e02a5456caf206ab069339a898080b73ab4920794baccbc5bb6d9d90c6ed1e,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,44,14106,67.1,1,58.5,0.3119240039699418
2024-01-05,23853477230890245,2964ae3c0066bae474c012c523f038feee41eb02b3afe4c0894c34671ed4f802,a785ec3f94800dbc062710d02278893ff09e21c0283206d7a9ea9b41daf52ff9,d68b98d703b58ec890a94abaf3efcab0f72d507c259e9b13302a6500f7d2c77a,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,11,1661,19.78,1,139.0,0.6622516556291391
2024-01-05,23853477225750245,37b6c41797ac658eddf156b7ddc8510ea165753ee56f0d738ee4d7358d9ca01f,fdc27e47832686d7d6794db177fa8a4110cd9461b5e0c5afd62a741328d4af64,423fe9a91ce4251b8905e6463af36b5bd25115c5201cd3e0317ddd1eef7f5425,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6890c837e9a8e887d651f86fac63673ad336a440aa1ea81847dc493ca6894f65,6,2506,22.61,2,233.99,0.2394253790901835
2024-01-05,23853477225750245,37b6c41797ac658eddf156b7ddc8510ea165753ee56f0d738ee4d7358d9ca01f,6f61048d0477b0b2e0f1f713141400e32656adf8f392dfbb0f6ce6b05022b4d2,d84e0073d920a6491c0b41f7721c568d5c3772d2e981ebe2c264c80c9f948dcc,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6890c837e9a8e887d651f86fac63673ad336a440aa1ea81847dc493ca6894f65,8,2107,18.14,1,44.35,0.3796867584242999
2024-01-05,23852076784030245,8981f6e12a7544c9cc045d49e9b3454ebd3a2daed95b9d5e5abe75a659f784cd,c4b10637f2bfcca94d200f376a9018bc6fbfd9e0b7f399d66a03b4ee4a1bfdcf,7317a75a058c164d19da82ff6e1b43f1298bc5807755cb494c594da26ff4ac63,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6890c837e9a8e887d651f86fac63673ad336a440aa1ea81847dc493ca6894f65,27,3052,26.95,2,197.36,0.8846657929226737
2024-01-05,23853477225750245,37b6c41797ac658eddf156b7ddc8510ea165753ee56f0d738ee4d7358d9ca01f,8c0e1ec0cbddbdd7c5809503a89a3aa3d2408d90b9304b37f1d3dc92c55769f3,0cdfeea0bef7d246edc73818365945f0db7664d1a6d33ca4a63666aad8c06c04,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6890c837e9a8e887d651f86fac63673ad336a440aa1ea81847dc493ca6894f65,20,4725,31.71,2,262.86,0.4232804232804233
2024-06-02,120206723879730446,d75d7df1fd98429d9362a845c41d05e71ecfb46ba66ac08219d98f53088c06f9,0f9fce48e376eec568517052fc897a33b16ff99b5f60383d6188e2789f020002,e1a3ae34c9ddb8bf9f0331fcd424ad7b797974bf4923bacc161980d02efbcd45,d6fda5e00ffea88db21cf1cd38f778d3d049d98e8fe5740ed0e2062c379d0734,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,1445,128439,1049.02,2,208.0,1.1250476880075366
2024-06-02,120206724015520446,ba4d132e5bd8ca0ad64598572a86db88cab29d17d87b7f7ca28721d78dd73cd9,ec8a541428c06ff6e34c1cbb5b85a699d603dc131a1c1cb6d061c94493224e60,529471854250e54592779188261eaf74365ad885d4f5450f23c34e5930286972,d6fda5e00ffea88db21cf1cd38f778d3d049d98e8fe5740ed0e2062c379d0734,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,143,5029,47.94,1,119.0,2.8435076555975343
2024-06-02,6056653944331,91ba1933dfa553b624f72cb4b3fc35bfedfa6767165f3b9a06a22ec1d8e183bd,134fb80547f51542856c460a4e48c0e5be56ae19ba1e282d6cfdc4807c498269,9fc59e7f61bd8c03fa3c346f704388f5425d43d0898c48e223148910a7532a4d,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,b4043b0b8297e379bc559ab33b6ae9c7a9b4ef6519d3baee53270f0c0dd3d960,51,3661,102.73,2,204.39,1.3930620049166893
2024-06-02,6067691045331,06d86e12244c3d951a0d140d6d3441f496f67c1ea44e53d661ec2cbf5cd12109,bb863775b75ca5a4a1f809cf393f31f976652fa8994991e019161c6bb10c033b,55c2808cf8bb0983f43e783e1cd0f3301900bcbab1601bbfb5c3bb7e6c99de87,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,46,3200,98.14,3,151.0,1.4375
2024-06-02,6381263618931,3c4e727dbf2edd1e7617c318bd981914999633ccc0726f73e8188d8173913204,d596d261fd72fc741b876c2faa6df90032d965e12a220bab577b8a45eea22b4b,dedb912ebe8e28f1631ea3ba896dc91551473e1d463e2ae5a2c111d1c4042a3c,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6890c837e9a8e887d651f86fac63673ad336a440aa1ea81847dc493ca6894f65,15,615,25.49,1,141.75,2.4390243902439024
2024-06-02,6381279654531,94af0b190baaab863d26deed20736d06b302a8aa633cba74da24368cde18b9e1,98614833183d38098900a6aece8dc9e349e7f70651f27959a3493b2550731a7b,3ad86bf640a142bb418297b32fd66c160ac0f9744bc44849f616b0b0bee59839,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,eb5442705969dc8da5dfac8f9658dc68acdab5bb7635ba7cc551e389416ac34e,12,562,15.33,2,167.0,2.135231316725979
2024-06-02,6381280441331,1fd41c5a77510e0702fd7d3509b0e83a0114d9c72c41d42d7b25bbd1b7a6aebe,4fe88815d776550e47a4431fc3023036bc90bffbfa3f94e137a05010ec81767c,269d67e68e15cef3ec57698114633cf9d6ca10af6b5336657b8afbc64a1e1cc4,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,501c26b2571a1f7fd72df8c21593874fc874c97145717470596895d1c22203f7,16,2338,78.17,2,274.0,0.6843455945252352
2024-06-02,6593060065931,be45573c0ace8a58f0e1269b275d806bf61eb1e66fac630be27d44ed9ec12fa7,d8b812b2da23ca35a01a6c5c9a02b98e8cbf9c271a518c29ceab74f82d78e24a,3148494e64d1ca030485ed9c5d488a76c1bd4d5dccdf75e98575bda59127e63a,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,28,3815,32.36,2,118.0,0.7339449541284404
2024-06-02,6593060065931,be45573c0ace8a58f0e1269b275d806bf61eb1e66fac630be27d44ed9ec12fa7,b7b12d30fe64a04ec2372e976b6b9e870c164cb766cbe4863a63920df02572aa,ebeaf483cd62f53b4588fa8408750c3ce7dc65924dfe47e18d7c2d6c34215edc,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,9,5832,43.04,2,104.0,0.1543209876543209
2024-06-02,6593060065931,be45573c0ace8a58f0e1269b275d806bf61eb1e66fac630be27d44ed9ec12fa7,37aaae009d715426bb337ffda03780e87ba129ee7187fd3f2e9807814edd118c,9abfd9751dee219db526edc7485debc996f04db9a73731cdbb415c21557ff50e,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,168,6955,35.35,2,147.0,2.415528396836808
2024-06-02,6593060065931,be45573c0ace8a58f0e1269b275d806bf61eb1e66fac630be27d44ed9ec12fa7,cf1d7ea1408ead850391b62fba590706ece62021cc88751fd11db7fdf72f173b,deea020117a7c56eeebd1b556a071ffcdc4446af5104542e19721540fa55531f,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,22,4437,25.27,1,49.0,0.4958305161144917
2024-06-02,6593060065931,be45573c0ace8a58f0e1269b275d806bf61eb1e66fac630be27d44ed9ec12fa7,cf1d7ea1408ead850391b62fba590706ece62021cc88751fd11db7fdf72f173b,2803b8930ea212bc4a3c86a620db24a7c754868ec0eb6d4abb51928e801489c0,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,31,5931,28.42,1,39.0,0.522677457427078
2024-06-02,6593147510731,13c69fcd83c6dd8ff6f82711690cf0e78189e9dbce5c242f5ec59ec2fd79f0d0,0eeaca82a04b0d15e43437e66187f34beb0caf43b8ab1661902f767b032c4342,bf8cc7dcd6b6fa553d29d93bdbe0806361a27390d41ede7e15ff33082fffc0d3,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,eb5442705969dc8da5dfac8f9658dc68acdab5bb7635ba7cc551e389416ac34e,81,4626,19.33,1,49.0,1.7509727626459144
2024-06-02,6593147510731,13c69fcd83c6dd8ff6f82711690cf0e78189e9dbce5c242f5ec59ec2fd79f0d0,53a5358dccd628068f671d6f2de52bd97a2d9963dd1a3a72ed03782813630997,d4b74e7e66a83ef280b4a06d6e01613a0dd9a7b781d78b4a509dce0b8ec5f03c,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,eb5442705969dc8da5dfac8f9658dc68acdab5bb7635ba7cc551e389416ac34e,14,2957,8.28,1,7.0,0.4734528238079134
2024-06-02,6593147510731,13c69fcd83c6dd8ff6f82711690cf0e78189e9dbce5c242f5ec59ec2fd79f0d0,fb051b927916a1ed62086a0c1ebd58d8d0b7b6f170856d8b8ca68b683a9ee4a9,5947515cbeb72b216a2af07674c4d02963eea3bc68630b391509574103bc037c,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,eb5442705969dc8da5dfac8f9658dc68acdab5bb7635ba7cc551e389416ac34e,8,2515,10.66,1,79.0,0.3180914512922465
2024-06-02,6593147510731,13c69fcd83c6dd8ff6f82711690cf0e78189e9dbce5c242f5ec59ec2fd79f0d0,8f801f5e3905dff6c5e6720a46bfc0562aa0e52c1a1127b98ff30b0f22e67f5e,3b1e5ccc385b4f4d095715d929ad935e447aad8b9eacbc17a2e47b31248803a4,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,eb5442705969dc8da5dfac8f9658dc68acdab5bb7635ba7cc551e389416ac34e,4,1705,7.18,1,69.0,0.2346041055718475
2024-06-02,6593178328331,685192211dbc42d5b8300e104b0cff687854137eed8632081e386e0875a41e71,7b476619458e0e2190d2ee4018fcfdcd21f547fbc5b43ba55b904457ecb5d211,549c5dff37db064f8fc1355692b95782292158efd5b38eee16fffb75e077830e,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6890c837e9a8e887d651f86fac63673ad336a440aa1ea81847dc493ca6894f65,24,1781,9.14,1,35.69,1.347557551937114
2024-06-02,6593178328331,685192211dbc42d5b8300e104b0cff687854137eed8632081e386e0875a41e71,627a7f6bf73a79880d5ca9cb84ce5afafc097e5842d1a6b479bb1ba631518ebc,bc9c40ac08af86782b1e8cec1d4ecc51b2714aff95fd3089913cfbc3fa34e267,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6890c837e9a8e887d651f86fac63673ad336a440aa1ea81847dc493ca6894f65,1,370,4.09,1,303.9,0.2702702702702703
